pos_tagged,label
/KANUSA|JJC /TA|NNC /PWEDE|RBT /MAGKITA|VBW,0
/NAGSULAT|VBTS /SI|DTP /KARL|NNC /BAHIL|NNC /SA|CCT iyang|NNC/CCP /DAYARI|NNC,0
/ANG|DTC /MGA|DTCP /PANUDLO|NNC /SA|CCT /DORSAL|FW /HAPSAY|FW /DILI|FW /GALAMYON|NNC,0
/NATUKIBAN|VBTS /SA|CCT /ORNITHOLOGICAL|FW /FIELDWORK|FW /NGA|RBI /ANG|DTC /HADUOL|FW /NGA|RBI /ISLA|NNC /SA|CCT /PANAY|JJD /MAO|VBW /ANG|DTC /PINUYANAN|NNC /SA|CCT daghang|NNC/CCP /MGA|DTCP /KLASE|NNC /NGA|RBI /KANIADTO|JJD /GIHUNAHUNA|VBTR /NGA|RBI /ENDEMIKO|JJD /SA|CCT /NEGROS|NNC,0
/USA|RBR /KA|PRS /KOMPANYA|NNC /SA|CCT /SEGURIDAD|NNC /SA|CCT /MOBILE|FW /NGA|RBI /GITAWAG|VBOF /OG|FW /ZIMPERIUM|FW /ANG|DTC /NADISKOBREHAN|VBTS /SA|CCT /PANUKIDUKI|NNC /NGA|RBI /ANG|DTC /MGA|DTCP /POTENSYAL|NNC /NGA|RBI /ISYU|NNC /SA|CCT /SEGURIDAD|NNC /ANAA|JJD /SA|CCT /MGA|DTCP /CELL|FW /TOWER|FW /O|CCT /BASE|NNC /TRANSCEIVER|FW /STATION|FW /BTS|FW /NGA|RBI mahimong|JJD/CCP /TUGOTAN|NNC /ANG|DTC /MGA|DTCP /HACKER|FW /NGA|RBI /MAHIJACK|VBW /SA|CCT /LAYO|NNC /ANG|DTC /TORE|NNC /SA|CCT /CELL|FW /PHONE|FW,0
/NAGPAGAWAS|VBTS /SIYA|PRS /UG|NNCA /USA|NNCA /KA|PRS /ITLOG|NNC,0
/ANG|DTC imong|NNC/CCP /PAGBANABANA|NNC /MAO|JJD /ANG|DTC /SA|CCT /MGA|DTCP /LALAKE|NNC /NGA|RBI /SUKAD|NNC /SA|CCT /KALUHAAN|NNC /KA|PRS /TUIG|JJD /HANGTUD|NNC /SA|CCT /KANUMAN|PRI /KA|PRS /TUIG|NNC,0
/LINIBO|VBTS /NAY|LM /NANGAMATAY|VBTR /TUNGOD|NNC /SA|CCT /PAGPANGHASI|NNC,0
/MAY|VBH /IYAAN|VBOF /KO|PRS /SA|CCT /LOS|FW /ANGELES|FW,0
/ALERDYIK|VBTS /SIYA|PRS /SA|CCT /NAGLUBOG|VBTS /NGA|RBI /AYSTI|NNC,0
/GIBUKSAN|VBTS /SA|CCT /DRAYBER|NNC /SA|CCT /BUS|NNC /ANG|DTC /LUKOB|NNC,0
/ANG|DTC /RESERBA|NNC /NAGLANGKOB|VBTR /SA|CCT /PATAG|JJD /NGA|RBI /MGA|DTCP /LUGAR|NNC /UG|CCP /GILIYOKAN|VBOF /SA|CCT /MASUNGIT|JJD /UG|NNCA /TITIP|FW /NGA|RBI /TALANAWON|NNC /SA|CCT /BUKID|NNC,0
/UG|NNCA kong|PRS/CCP kadtong|NNC/CCP /GIAGASAN|VBTS /SA|CCT iyang|NNC/CCP /NAGAPANGAGI|VBTR /MAHINLOAN|VBW,0
/NAGBADAY|VBTS /ANG|DTC /BUKTUN|NNC /SA|CCT /BANA|NNC /SA|CCT /TIYAN|NNC /SA|CCT iyang|NNC/CCP /ASAWA|NNC,0
ipamulong|VBTS/CCP /MO|PRS /SA|CCT /MGA|DTCP /ANAK|NNC /SA|CCT /ISRAEL|NNC,0
/NISAYAW|VBTS /MI|NNCA /SA|CCT /MUSIKA|NNC,0
/ASA|NNC /ANG|DTC /DAPAT|VBS /NATO|RBT /NGA|RBI /ADTUAN|NNC,0
/DAGHAN|JJD /MGA|DTCP /LORO|FW /GALUPAD|FW /SA|CCT lasang|NNC/CCP /SA|CCT /KASTILYO|NNC,0
/HADLOK|FW /SIYAG|FW /MAWADAG|FW /KWARTA|NNC,0
/NAGBASA|VBTS /ANG|DTC /TITA|NNC /SA|CCT /SALA|NNC,0
/ANG|DTC /BACOLOD|NNC /GIILA|NNC /ISIP|NNC /USA|NNC /KA|PRS dakong|NNC/CCP /URBANIZED|FW /CITY|FW,0
/KUNG|CCR /ADUNA|JJD /KOY|NNC /PANAHON|NNC /MUBISITA|NNC /KO|PRS /NA|CCP /MALIPAYON|VBW,0
/UG|NNCA /SI|DTP /JEHOVA|FW /MIINGON|FW kang|PRS/CCP /ABRAM|FW /PAHAWA|FW /KA|PRS /GIKAN|VBOF /SA|CCT /IMONG|NNC /YUTA|NNC,0
/ANG|DTC /BOLPEN|NNC /NGA|RBI akong|PRS/CCP /NAWALA|VBTS /GAHAPON|NNC /KAY|DTP /BAGO|RBW /PA|RBI,0
/SA|CCT /ADLAW|NNC /NI|DTP /ZAMENHOF|FW /MALIPAYON|VBW kaming|PRP/CCP /MGA|DTCP /ESPERANTISTO|NNC,0
/DILI|JJD /NIYA|PRS /MADAWAT|VBW /KUNG|CCR /UNSA|JJD /ANG|DTC /NAHINABO|VBTS /SA|CCT /MAYOR|NNC,0
/UG|NNCA /SIYA|PRS gibutang|VBTS/CCP /NILA|PRP /SA|CCT /BILANGGOAN|NNC,0
/ADUNAY|RBR /PUTI|JJD /NGA|RBI /LIKIDO|NNC /SA|CCT dakong|NNC/CCP /BOTELYA|NNC,0
/APAN|FW /GIKAN|FW /DIDTO|FW magapangita|VBTF/VBAF /KAMO|JJD kang|PRS/CCP /JEHOVA|NNC /NGA|RBI imong|PRO/CCP /DIOS|NNC,0
/GIANDAM|VBTS /USAB|RBI /NIYA|PRS alang|VBTS/CCP /KANIYA|PRSP /ANG|DTC /MGA|DTCP /HINAGIBAN|NNC /SA|CCT /KAMATAYON|NNC /GIBUHAT|VBOF /NIYA|PRS /ANG|DTC iyang|NNC/CCP /MGA|DTCP udyong|NNC/CCP /NGA|RBI /MGA|DTCP /MAHAIT|VBW,0
/PIRME|FW kang|PRS/CCP nagpasagad|VBTS/CCP /UG|FW /YAWYAW|FW /BISAN|FW /WALAY|FW /PULOS|NNC,0
/SA|CCT /MGA|DTCP /ANAK|NNC /NI|DTP /SIMEON|NNC /PINAAGI|VBOF /SA|CCT ilang|PRQ/CCP /KALIWATAN|NNC,0
/UG|NNCA /SI|DTP /FARAON|FW /MIINGON|FW /KANIYA|PRSP pahawa|VBTS/VBAF /KA|PRS /KANAKO|RBW /MAGBANTAY|VBW /KA|PRS /SA|CCT imong|VBOF/CCP /KAUGALINGON|NNC /NGA|RBI /DILI|RBM /KA|PRS /NA|CCP /MAKAKITA|VBW /SA|CCT akong|PRS/CCP nawong|JJD/CCP,0
/NALIBANG|VBTS /ANG|DTC /BATA|NNC samtang|VBAF/CCP /KINI|FW /NAA|FW /SA|CCT /TULUNGHAAN|NNC,0
/PAGAPASIDLAKON|NNC /NI|DTP /JEHOVA|NNPA /ANG|DTC iyang|NNC/CCP /NAWONG|VBTS /SA|CCT /IBABAW|JJD /KANIMO|NNC,0
/GILUTOAN|VBTS /NI|DTP /ESMERALDO|NNC /OG|NNCA nilatang|VBTS/CCP /BAKA|RBM /SI|DTP /LILIANA|NNC,0
/DAGHAN|JJD /UG|PMS /KUNEHO|NNC /SI|DTP /ROBERTO|NNC /SA|CCT /BASAKAN|NNC,0
/UG|NNCA /NAKITA|VBTS /SA|CCT iyang|NNC/CCP /MGA|DTCP /IGSOON|VBTF /NGA|RBI /ANG|DTC ilang|PRQ/CCP /AMAHAN|NNC /NAHIGUGMA|VBTS /KANIYA|PRSP /LABAW|NNC /KAY|DTP /SA|CCT /TANAN|PRI /NIYA|PRS /NGA|RBI /MGA|DTCP /IGSOON|VBTF /UG|NNCA /SILA|PRP /NAGDUMOT|VBTR /KANIYA|PRSP,0
/UG|NNCA /KINSA|VBOF /BA|RBI /ANG|DTC /NAKAPAKASAL|VBTS /SA|CCT /USA|NNC /KA|PRS /BABAYE|NNC,0
/ANG|DTC metapisikang|JJD/CCP /MEDITASYON|NNC /KAY|DTP /USA|NNP /KA|PRS /OBRA|NNC /NI|DTP /DESCARTES|NNP,0
/USA|RBR /KA|PRS bandihadong|JJD/CCP butong|NNC/CCP /NGA|RBI /BALAAN|VBOF,0
/MANGAON|FW /USA|FW /TA|FW /OG|FW /MORCON|FW /DIDTO|FW /SA|CCT /KUSINA|NNC,0
/UDTO|RBD /NA|CCP /BUSA|JJD /PATYA|NNC /ANG|DTC /TELEBISYON|NNC,0
/BISAN|RBW /PA|RBI /NAHIBALAN|VBTS /SA|CCT /MGA|DTCP /TSISMIS|NNC /NGA|RBI /KINI|FW /NGA|RBI /IHO|NNCA /NABAGO|VBTS /SA|CCT /KADAKO|NNC /O|CCT /WALA|VBN /NA|RBI maglungtad|VBTF/VBAF,0
/UG|NNCA /SI|DTP /JEHOVA|FW /MISULTI|FW kang|PRS/CCP /MOISES|NNC,0
/UG|NNC /SA|CCT /DIHA|NNC /NGA|RBI /MAGABAYAW|VBAF /KAMO|JJD /GIKAN|NNC /SA|CCT /LABING|JJN /MAAYO|JJD /NIINI|NNC,0
/UG|NNCA /BISAN|RBW /KINSA|VBOF /NGA|RBI /ANAA|JJD /SA|CCT /KAPATAGAN|NNC /MAKAHIKAP|VBW /SA|CCT /GIPATAY|JJD /PINAAGI|VBTS /SA|CCT /HINAGIBAN|NNC,0
/UG|NNCA /BUHATON|VBOF /NIYA|PRS /ANG|DTC /PAGTABONSASALA|NNC /SA|CCT balaang|NNC/CCP /PULOYANAN|NNC,0
iyang|RBW/CCP /SAKIT|NNC /KAY|DTP /TUNGOD|NNC /SA|CCT /PANGIT|JJD /NA|CCP /PANAHON|NNC,0
/PIRME|FW kang|PRS/CCP /NAGPATAKA|VBTS /UG|NNCA /SULTI|FW /BISAN|FW /WALAY|FW /KASAYURAN|NNC,0
/ADUNA|JJD /SA|CCT /ANG|DTC /GIKATAHO|NNC /NGA|RBI /NAMATAY|VBTS,0
/WALA|VBN /PAKO|NNC /NAHUMAN|VBTS /OG|NNCA /KAON|NNC,0
/NAKAHUMAN|VBTS /NAKA|RBD /UG|NNCA /BASA|JJD /ANING|FW /LIBRO|NNC,0
/ANGAY|NNC /BA|RBI kong|PRS/CCP /MANGUTANA|NNC,0
/USA|RBR /KA|PRS /LINOG|NNC /ANG|DTC /NI|DTP /GUBA|NNC /SA|CCT /BILDING|NNC,0
/ANG|DTC /KINI|FW /NGA|RBI /SUSPETSADO|NNC,0
daghang|PRI/CCP /MGA|DTCP /DALUBAGHAM|NNC /SA|CCT /SIYUDAD|NNC /NI|DTP /SILVESTRE|NNC,0
daghang|PRI/CCP /HALAS|FW /DIDTO|FW /SA|CCT /PARKE|NNC,0
/SA|CCT /TINOOD|FW /LANG|RBI /GYUD|RBM /GANAHAN|VBOF /KAAYO|CCB /KOG|NNC /PAGSAYSAY|NNC,0
/GINUO|VBS /KO|PRS /KON|NNCA /BUHI|RBM /PA|RBI akong|PRS/CCP /AMAHAN|VBOF /LAIN|JJD /ANG|DTC /TANAN|PRI,0
/NINDOT|VBTS /MAGPATUGTOG|VBW /UG|NNCA /GITARA|NNC akoang|NNC/CCP /ATE|NNC,0
/KARON|NNC /MAO|JJD akong|PRS/CCP ikadisisayes|JJN/CCP /NGA|RBI /ADLAW|JJD /NGA|RBI /NATAWHAN|VBTS,0
/DILI|RBW /NAKO|VBTS /SIYA|PRS /NAIBUGAN|VBTS,0
/MAO|JJD /NGA|RBI /MAAYO|JJD /KAAYO|CCB /SIYA|PRS /MO|PRS /STORYA|NNC /UG|NNC /RUSO|NNC,0
/MAKITAN|VBW /BA|RBI /NIMO|RBI /ANG|DTC /MGA|DTCP /BITUON|NNC,0
/SA|CCT /TIBOOK|NNC /NGA|RBI /PANAHON|NNC /NGA|RBI /ANG|DTC /SAKIT|NNC /ANAA|JJD /KANIYA|PRSP,0
/PAMINAW|JJD /NAKO|RBD /NAGAPANGATIK|VBTR /SIYA|PRS,0
/UG|NNCA /SILA|PRP /MINGPANAW|VBTS /GIKAN|NNC /SA|CCT /MACELOTH|FW /UG|FW /MINGPAHALUNA|FW /SA|CCT /TAHATH|FW,0
/PAMILI|RBW /KA|PRS /UG|NNCA /USA|NNCA /KA|PRS /ARMAS|NNC,0
/WA|RBF /NIANDAR|VBTS /ANG|DTC /ISA|PRI,0
/USA|RBR /KA|PRS kanding|PRSP/CCP /NGA|RBI /LAKE|FW /ALANG|CCT /SA|CCT /USA|NNC /KA|PRS /HALADTUNGODSASALA|FW /LABUT|FW /PA|RBI /SA|CCT /HALADTUNGODSASALA|NNC /SA|CCT /PAGTABONSASALA|NNC,0
/UG|NNCA /NAMULONG|VBTS /SI|DTP /CAIN|FW kang|PRS/CCP /ABEL|FW /NGA|RBI iyang|VBOF/CCP igsoon|VBTF/VBOF /UG|NNCA /NAHITABO|JJD,0
/NAGBUHAT|VBTS /UG|NNCA /KALAMANSI|NNC /JOS|NNC /SI|DTP /DANIEL|NNC,0
/UG|NNCA /SI|DTP /JEHOVA|FW /MIINGON|FW kang|PRS/CCP /MOISES|FW /MANAGHALAD|FW /SILA|PRP /SA|CCT ilang|PRQ/CCP /HALAD|NNC,0
/HUGOT|JJD /NGA|RBI /GIGUNITAN|VBOF /NIYA|PRS akong|PRS/CCP /KAMOT|NNC,0
/KINAHANGLAN|VBTR /NAKO|RBD /ANG|DTC /PIRMA|NNC /NI|DTP /TOM|NNP,0
/GIINGON|VBOF /NGA|RBI /NAPATAY|VBTS /SA|CCT /SUSPETSADO|NNC /ANG|DTC /USA|NNC /KA|PRS /PULIS|NNC /UG|NNCA /NASAMAD|VBTS /ANG|DTC /USA|NNC /PA|RBI /NGA|RBI /PULIS|NNC /SA|CCT /USA|NNC /KA|PRS /BUYBUST|FW /OPERATION|FW /SA|CCT /RIZAL|FW kaniadtong|NNC/CCP,0
/UG|NNCA /GIKUHA|VBOF /NI|DTP /MOISES|FW /ANG|DTC /SUNGKOD|FW /GIKAN|FW /SA|CCT /ATUBANGAN|NNC /NI|DTP /JEHOVA|NNPA,0
/GILANGAN|VBTS /NIYA|PRS /ANG|DTC iyang|NNC/CCP /BIYHAE|FW /PADULONG|FW /OG|FW /MEKSIKO|NNC,0
/NAGHULAT|VBTS /AKO|PRS kanimo|PRSP/CCP /SUKAD|FW /ALAS|FW /DOS|FW,0
/UNSA|JJD /ANG|DTC imohang|NNC/CCP /BUHATON|NNC,0
/WALA|VBN /PA|RBI /KO|PRS kanita|PRSP/CCP /INING|NNC /MATANGA|VBW /SA|CCT /ISDA|NNC,0
/NAMINAW|VBTS /SIYA|PRS /UG|NNCA /MAAYO|JJD /SA|CCT /GISULTI|NNC /NIINI|NNC,0
kang|PRS/CCP /CIS|FW /ANG|DTC /MGA|DTCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /NI|DTP /CIS|FW /JERAMEEL|FW,0
/WALA|VBN /KAY|DTP /KAHADLOK|NNC /SA|CCT /BISAG|NNC /UNSA|NNC,0
/AKO|PRS /ANG|DTC ilang|PRQ/CCP /GIBASOL|NNC,0
/TUNGOD|NNC /SA|CCT /PAGKADILITINUYO|NNC /SA|CCT iyang|NNC/CCP /PAGKAMATAY|NNC,0
/DILI|JJD /SA|CCT /KUNG|CCR /UNSA|JJD /ANG|DTC /GINASULTI|PRI /APAN|NNC /KUNG|CCR ginaunsa|VBTS/VBOF,0
/SI|DTP /JEHOVA|FW /ANG|DTC inyong|PRSP/CCP /DIOS|FW /NAGPADAGHAN|VBTS /KANINYO|NNC,0
/UNSA|JJD /ANG|DTC /GIINGON|NNC /KAY|DTP /MAS|JJCC /MAHINUNGDANON|JJD /KAYSA|JJC /GIUNSA|JJD /PAGSULTI|NNC,0
/WALA|VBN /SIYA|PRS /NA|CCP /SAYOD|NNC /SA|CCT iyang|NNC/CCP /BUHATON|NNC,0
/USA|RBR /KA|PRS /MAGUUMA|VBAF /SA|CCT /DAVAO|NNC /DEL|FW /SUR|FW /ANG|DTC /NAPATAY|VBTS /USAB|NNC /SA|CCT /USA|NNC /KA|PRS /PAAK|NNC /SA|CCT /BITIN|NNC /KANIADTONG|NNC,0
/NAGKUSKOS|VBTR /OG|FW /MELON|FW /DANTE|FW /SA|CCT /GAWAS|NNC /SA|CCT /BALAY|NNC,0
/NIDAGAN|VBTS /ANG|DTC /IRO|FW /PALIBOT|JJD /SA|CCT /KAHOY|NNC,0
/WALA|VBN /KO|PRS /MAKALIHOK|VBW /TUNGOD|NNC /SA|CCT akong|PRS/CCP /KAKULBA|NNC,0
/KINSA|JJD /ANG|DTC /NAGSULAT|VBTS niining|NNC/CCP /MGA|DTCP /ESTORYA|NNC,0
/DILI|RBF /KA|PRS /NAKO|VBTS /BIYAAN|NNC,0
/MARIA|JJD /SI|DTP /DAVID|NNC /NI|DTP /IGSOON|NNP /NI|DTP /JOE|NNP,0
/TIBUOK|VBOF /NGA|RBI /ADLAW|JJD /SILA|PRP /NAGPUYO|VBTS /SA|CCT /BAYBAY|NNC,0
/DILI|RBW /GANAHAN|VBOF /SI|DTP /TOM|FW /NGA|RBI /MAG|VBW /GABASERO|NNC,0
/GUSTO|VBS kong|PRS/CCP /MAKAKATON|VBW /UG|NNCA /ININTSIK|VBTS /SA|CCT /SUNOD|JJD /TUIG|NNC,0
/APAN|RBR /NAHITABO|JJD /SA|CCT /DIHA|FW /NGA|RBI /ANG|DTC /MAGHUHUKOM|VBW /PATAY|JJD /NA|CCP,0
/MOUBAN|VBTF /BA|RBI /KA|PRS /NAKO|RBD /NGADTO|RBD /SA|CCT /TINDAHAN|NNC,0
/GANAHAN|PRC /KA|PRS /MOTANAW|VBOF /UG|NNCA /SALIDA|NNC,0
/UG|NNCA /DIHAY|FW /MIGULA|FW /NGA|RBI /USA|NNCA /KA|PRS /HANGIN|NNC /NGA|RBI /GIKAN|RBI kang|PRS/CCP /JEHOVA|NNC,0
/UNYA|NNC /ANG|DTC /YUTA|FW /MAHIAGUM|FW /SA|CCT iyang|NNC/CCP /MGA|DTCP /TUIG|JJD /NGA|RBI igpapahulay|VBTR/VBOB samtang|VBAF/CCP /NGA|RBI /KINI|FW /NAGAHIGDA|VBTR /NGA|RBI /BINIYAAN|VBOF,0
/SI|DTP /MARY|FW nahimong|VBTS/CCP /USA|NNCA /KA|PRS /DALIKWAT|NNC,0
unsang|RBW/CCP /SALIDAHA|JJD /ANG|DTC imuhang|NNC/CCP /LANTAWON|NNC /SA|CCT /MAYNILA|NNC,0
/NAHUROT|VBTS /NA|CCP /ANG|DTC /MGA|DTCP dalagang|NNC/CCP /ULAY|JJD /SA|CCT /PARAISO|NNC,0
/APAN|NNC /ANG|DTC iyang|NNC/CCP /MGA|DTCP /ULIPON|FW /GIDAKOP|FW /SA|CCT /MGA|DTCP /SAOP|FW /UG|FW ilang|PRQ/CCP /GIBUNALAN|NNC /ANG|DTC /USA|NNC,0
/DAAN|JJN /GAYUD|FW /GAHI|FW /ANG|DTC /DYAMANTE|NNC,0
/PAGKAHUMAN|VBW /UG|RBD /TANAW|RBD /UG|RBD /TIBI|RBD /NATULOG|RBD /NA|RBD /KO|PRS,0
/IKAW|PRS /ANG|DTC /WALA|VBN /KASABOT|NNC,0
/UNSA|RBR imong|NNC/CCP /GUSTO|VBS /BUHATON|NNC,0
/KINI|FW /ANG|DTC /DALAN|NNC /NGA|RBI /GINAAGIAN|VBTS /NAKO|RBD /ADLAWADLAW|RBD,0
/SA|CCT /PALIBOT|JJD /SA|CCT /KASTILYO|NNC /ADUNAY|NNC /DAGHANG|CCT /MGA|DTCP /TANOM|NNC,0
/APAN|FW /NAKADAWAT|VBTS /SI|DTP /ESPINO|FW /USA|FW /KA|PRS /TANAZUL|FW /O|CCT /SULAT|NNC /SA|CCT /PASAYLO|NNC /GIKAN|NNC /SA|CCT /PAMILYA|NNC /SA|CCT /NAMATAY|VBTS /NGA|RBI /FILIPINA|NNC /PAGKAHUMAN|NNC /MABAYRAN|VBW /ANG|DTC /GITAWAG|JJD /NGA|RBI kwartang|NNC/CCP /DUGO|NNC,0
/HUNAHUNA|VBTR /NAKO|RBD /NGA|RBI /DILI|RBI /NILA|PRP /MASABTAN|VBW,0
/UG|NNCA /SI|DTP /ABNER|FW /MIINGON|FW kang|PRS/CCP /DAVID|NNC /AKO|PRS /MOTINDOG|FW /UG|FW /MOADTO|FW,0
/ARON|FW /ANG|DTC /YUTA|FW /DILI|FW /MAGASUKA|FW /KANINYO|NNC /USAB|NNC,0
/UG|NNCA /ANG|DTC /HARI|NNC /NAGPAADTO|VBTS /UG|NNCA /NAGPATAWAG|VBTS kang|PRS/CCP /SEMEI|NNC,0
/NAGAKAON|VBTS /SI|DTP /NESTOR|FW /OG|FW butong|NNC/CCP,0
/NAA|FW /KOY|FW /DUHA|FW /KA|PRS /KONDISYON|NNC,0
/NIHUNONG|VBTS /ANG|DTC /TARTANELYA|NNC /SA|CCT /KANTO|NNC /NILA|PRP /ARIEL|NNC,0
/GAWAS|JJD /PA|RBI /SA|CCT /NGA|RBI /NAMATAY|VBTS /NGA|RBI /GILAKIPAN|VBOF /OG|NNCA /MGA|DTCP /SUNDALO|NNC /UG|CCP /MGA|DTCP /SIBILYAN|NNC,0
/PANGINABUHI|JJD /ANG|DTC /IMONG|NNC /GINAHIMO|NNC,0
/MAO|JJD /KINI|FW /ANG|DTC /HINUNGDAN|VBTF /NGA|RBI /SI|DTP /JOSUE|FW /NAGCIRCUNCIDAR|VBTR /ANG|DTC tanang|RBD/CCP /MGA|DTCP /TAWO|NNC /NGA|RBI /NANGGULA|VBTS /GIKAN|NNC /SA|CCT /EGIPTO|NNC,0
/GINAPINTURAHAN|VBTS /NI|DTP /TOM|FW /AND|FW /IYAHANH|FW /BALAY|FW /DI|RBF /BA|RBI,0
/NAHIBALAN|VBTS /NA|CCP /NAKO|JJD /KUNG|CCR /DIIN|NNC /KAMI|PRP,0
/NGA|RBI /SA|CCT /PAGKAKITA|NNC /SA|CCT /MGA|DTCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /SA|CCT /DIOS|FW /NGA|RBI /ANG|DTC /MGA|DTCP /ANAK|NNC /NGA|RBI /BABAYE|NNC /SA|CCT /MGA|DTCP /TAWO|NNC /NGA|RBI /SILA|PRP /MGA|DTCP /MAANYAG|NNC,0
/ASA|NNC /ANG|DTC /HUNUNGAN|NNC /SA|CCT /HAKATA|NNC,0
/NAGLUTO|VBTS /AKO|PRS talong|JJN/CCP /UG|NNC /ITLOG|NNC /ALANG|NNC /SA|CCT /PAMAHAW|NNC,0
/NAMATAY|VBTS /USAB|NNC /ANG|DTC /DATO|NNC,0
/KAHUMOK|JJD /SA|CCT /IMONG|NNC /NGABIL|NNC,0
/ANG|DTC kinadakang|VBTR/CCP /IHAP|NNC /SA|CCT /MGA|DTCP /ITOY|FW /NGA|RBI /NATALA|VBTS /PARA|CCT /SA|CCT /MGA|DTCP /SPECIES|FW /MAO|FW /ANG|DTC /NGA|RBI /MGA|DTCP /BATA|NNC /GIKAN|NNC /SA|CCT /USA|NNC /KA|PRS /INAHAN|VBOF /NGA|RBI /NAGSUKOD|VBTS /UG|NNC,0
/PIRME|FW kang|PRS/CCP /NAGDAOT|VBTS /UG|NNCA /MGA|DTCP /PLANO|NNC,0
/SA|CCT /UNA|CDB /DILI|NNCA /SIYA|PRS /INGON|VBOF /MAHIGALAON|VBW,0
/MOHILAK|FW /SAD|FW /ANG|DTC /MGA|DTCP /PAYASO|NNC,0
/TUMUNGAS|VBAF /KA|PRS /SA|CCT /TAGAYTAY|NNC /SA|CCT /PISGA|NNC,0
/NAGAKAON|VBTS /OG|FW /PARRAS|FW akoang|NNC/CCP /IRO|NNC,0
/NAGSULAT|VBTS /SIYA|PRS /USA|NNCA /KA|PRS /SULAT|NNC,0
/GANAHAN|VBTS /SIYA|PRS /UG|NNCA /SAGO|NNC /OG|NNCA /GULAMAN|NNC,0
/SA|CCT /HUNAHUNA|NNC /NI|DTP /TOMAS|NNP /INOSENTE|JJD /SI|DTP /MARIA|NNC,0
daghang|PRI/CCP /SALAMAT|RBS /SA|CCT /TABANG|NNC,0
/MAAYO|JJD /NGA|RBI /PAGKA|VBW /AMIGO|RBD /SI|DTP /JOHN|NNP,0
/UMARI|RBM /KA|PRS /KANAKO|CCB /AYAW|RBF /PAGDUGAY|NNC,0
/SAYO|PRSP /NILARGA|VBTS /ANG|DTC /BARKO|NNC,0
/NAGKAGUSTO|VBTS /TANAN|PRI /SA|CCT /IYA|NNC,0
/UG|NNCA /SI|DTP /FARAON|FW /MIBALIK|FW /UG|FW /MIPAULI|FW /SA|CCT iyang|NNC/CCP /BALAY|NNC,0
/KANUNAY|JJD /MAKUHA|VBW /NI|DTP /MARY|FW /ANG|DTC /GUSTO|VBS /NIYA|PRS,0
/DADON|CCR /KA|PRS /NAMON|JJD /SA|CCT /TUGPAHANAN|NNC /SA|CCT /ISLA|NNC,0
/GITAGALAN|VBOF /ANG|DTC /MASAKITON|VBW /UG|NNCA /LIMA|JJN /KA|PRS /ADLAW|NNC,0
/MOADTO|NNC /BA|RBI /KA|PRS /SA|CCT /PARTI|NNC /UGMA|NNC,0
maayong|JJD/CCP /PAG|CCR /ABOT|JJD /SA|CCT akong|PRS/CCP /BALAY|NNC,0
/AYAW|RBF /PANGUTANA|JJD /KUNG|RBK /UNSAY|RBQ /NAHUNAHUNAAN|VBTR /NAKO|RBD,0
/ISDA|NNC /UG|RBR /MAIS|NNC /AND|CCA /PAMAHAW|NNC /NI|DTP /ZIGGY|FW,0
/UG|NNCA /PAGAPUNON|NNC /NILA|PRP /ANG|DTC imong|NNC/CCP /MGA|DTCP /BALAY|NNC,0
/WALA|VBN /NA|CCP /KOY|NNC /PASENSYA|NNC,0
/INGON|RBW /ATO|NNCA /SIYA|PRS /NAKA|RBD /KATON|RBD /UG|RBD /INGLES|VBOF,0
/ANG|DTC /NGALAN|NNC /SA|CCT /USA|FW /PISON|FW /KINI|FW /MAO|FW /ANG|DTC /NAGALIKOS|VBTS /SA|CCT /TIBOOK|NNC /NGA|RBI /YUTA|VBAF /SA|CCT /HABILA|NNC /NGA|RBI /DIDTO|FW /ADUNAY|FW /BULAWAN|FW,0
/UG|NNCA /NAHITABO|JJD /SA|CCT /IKATOLO|JJN /KA|PRS /ADLAW|NNC,0
/GIBISITA|VBTS /NI|DTP /DATU|NNC /S|NNCA /ALVIN|NNC,0
/KINI|FW /SILA|PRP /MAO|JJD /ANG|DTC /NAISIP|VBTS,0
/UG|NNCA /ANG|DTC /KATAWOHAN|NNC /GIUHAW|NNC /SA|CCT /TUBIG|NNC /UG|NNC /ANG|DTC /KATAWOHAN|NNC /NAGBAGULBOL|VBTR /BATOK|NNC kang|PRS/CCP /MOISES|NNC,0
/UG|NNCA /KINI|FW /MAO|FW /ANG|DTC /BALAOD|NNC /SA|CCT /HALADNGAKALANON|NNC /NGA|RBI /IGAHALAD|VBTS /SA|CCT /MGA|DTCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /NI|DTP /AARON|FW /SA|CCT /ATUBANGAN|NNC /NI|DTP /JEHOVA|NNPA,0
/DILI|RBW /LAYO|NNC /SA|CCT /HOTEL|NNC,0
/NI|DTP /ABOT|NNC /KO|PRS /GABIE|NNC,0
unsang|RBW/CCP /ORAS|NNC /MAGSUGOD|VBW /ANG|DTC /ESKUYLAHAN|NNC,0
/WALA|VBN /KOY|RBI /NABALIGYA|VBTS karong|NNC/CCP /ADLAWA|NNC,0
/UG|NNCA /DIHAY|FW /USA|FW /KA|PRS /GUTOM|NNC /SA|CCT /MGA|DTCP /ADLAW|NNC /NI|DTP /DAVID|NNC /SA|CCT /TOTOLO|NNC /KA|PRS /TUIG|NNC,0
