sentence,profane,,
igkikilig ako pakshet naman,1,,
haha shuta ining mga barkada ko pag nagkapiday daa ako long distance relationship kami mga bwiset kwasa mga maogma an lovelife haha ,1,,
punyeta nagdadangog ka man palan kaitong make you mine ,1,,
makulugon an mata ko igsisiripon pa ako nagkukulog pa an payo ko tangina,1,,
maray ta igkakaraya ko na mga igsasarabe ni santi pucha ka,1,,
outcast amputa eh kung nag iba si win edi nstroke kamo mga bwiset na ini  kung sumama si win edi nastroke kayo mga bwiset na ini,1,,
the best ining birthday ko na ini sobra tangina natupad su haloy ko nang igpapangarap,1,,
edi wow as if dry-on ako arog mo ulol,1,,
ulol minatapos pa sana ako magkarigos,1,,
muya ko asahan su dae igaasahan pero an utak ko kung ano ano an ig iisip puta ,1,,
future piday na kuta nawara pa patalon ka lods,1,,
pakyu ka pag bako ka jan,1,,
maraot na ini nagngingirit na habang nagkukua si patal,1,,
ika man ulol,1,,
magayunon ka aluh zui puta,1,,
haha gago mag silensyo kaman,1,,
gago sain ito haha,1,,
gare ako jan patal,1,,
patal late na ngani,1,,
pakyu tabi prinitos mo ako gago,1,,
grabeng mundo buda kulog yudeputa,1,,
may naggogoodnight na sako putangina tinaraman pa akong magkaturog na amay,1,,
iutik nindo ako tangina garo mga others,1,,
puta pwede gayod gibuhon ining private na account ko dae ako tatao,1,,
puta self sarong tamang desisyon man daw bakong puro sala,1,,
tangina talaga mga pc ni minghao muya ko mag kolekta,1,,
dipisilon man ang diss yudeputa,1,,
yudepta anong gibuhon me,1,,
gago ulokon ako kay seungmin haha pakarayon mo man jin,1,,
dangag ako sa tagalog buda filipino ,1,,
tulong aldaw na pahingalo hayop tama man daw an,1,,
kamiss kakawat ang mga hayop na ini haha,1,,
dangagon ang puta haha,1,,
sarong bulan na akong napupungaw saimo pakshet,1,,
paratalon ang mga hamag linyahan pa sana aram na tulos na fans ni marcos,1,,
aba garu ka kastang ayot ha,1,,
hoy layagon ang joshtin ko isangla ko na ang lovelife ko punyeta,1,,
tangina nakigkig ako kulugon sa puso,1,,
kastang ayot ang hamag haha,1,,
nalilibong na bilog na katauhan ko yudeputa,1,,
tarantado dugdugon taka jan ki asido sa pandok ,1,,
what if iuragan na ako saimo tapos barabadon taka jan tangina mo pakyu,1,,
maka viewers man kamong patal kamo,1,,
uruutro kahapot si patal kung sisay daa ta dae man daa tig gibo tighapot niya sabay taram na dangag,1,,
putang gayon kang boses ni jungkook,1,,
patal ampota sana mamati mo man ini,1,,
magayon su ginibo mo pero dae man gayod bawal ay puta pwede palan,1,,
dae ka mahirak sako mas maherak ka sa sadiri mo ta patalon ka na buda palamunin ka pa tabgan mo sadiri mo suggest ko ngane saimo magpagadan kana ,1,,
igkukurab na akao tangina ho mama pag abot ba ki june may ma amin na rin ,1,,
harayuon ka bgc bwiset,1,,
kantutero man si sopty pucha,1,,
tangina nata may open rp sa timeline ko ,1,,
muya ko lang sabihon na puta habo ko na,1,,
yuck haha bbm na bakla na patalon pa ,1,,
putangina mo gago kang hayop ka pakshet,1,,
sa aga na cb nasa skwelahan ako haha pakshet,1,,
tarantado ka haen an ginadan duman sa igtataram mo nagagadan sa biktima ki martial law an ginadan ,1,,
su trashtalker ka pero patalon,1,,
pirming nakasala puta makasawaon na ugali eh ,1,,
bwiset ka pinarumdom mo na naman ,1,,
hoy punyeta ka man,1,,
huhuhu nata tarantaduhon ako mang greet maski nuaren ,1,,
rilibong ako sa course ko taman kaya nata kaya dae pa nindo ako ipa take ki prelaw ,1,,
putangina ki dora phase ko kandati kan gari gago,1,,
bwiset na shanley ini pinakua ko shopee ko sa luwas na halagang singkwenta pesos tas kanya daw shutanginang an ,1,,
aight so karangalan palan an matibay sa imagination patal tarantado sa kakajakol mo an haha epekto ki jakol buda punaw mo an putangina kang hayop ka baklang dukha at may tipos,1,,
tangina nata na wrongsend pa bwiset talaga ,1,,
pogion bwiset,1,,
tigsararo kaming case sa grad mo duman mi na darahon mismo sa school bwiset haha  ,1,,
makamisson an may kaduratan diba paulo haha pakyu ,1,,
punyeta guna ko mangingiturog ako na ugwa na malipot na kumot ta aircon buda nag uuran sabay raot aircon ,1,,
tangina nabilaukan ako,1,,
pucha sana binasa ko na lang su article haha sorry na mhie,1,,
magayunon putangina,1,,
tangina gabaton ito sa puso ah,1,,
kadaklan man ki pinoy na projects inaram mo lamang su tunay o basta ka sana nagtubod ki golem haha patalon ka ,1,,
haha dakulong mga ulol diyan ah,1,,
pakshet talaga dae ako makatabil tabil dae ako makasend ki message sa messenger haha,1,,
gari ka patal,1,,
patalon man ako sorry na ta sala,1,,
hanap ka na ni ina mo patal haha,1,,
pakshet ka,1,,
pucha man kaya,1,,
pakshet padaba taka man,1,,
hururong photocards punyeta kung aram ko sanang dae magiging kami kan crush ko,1,,
uutruhon ko pulis ang terorista mga patal to serve and protect who mga superiors nindo mga amo nindo na mga maperakon putangina nindo,1,,
tangina nindo gabos sa mga dae nagsuporta sako pakyu ,1,,
ka bwiseton kaya ist nagiging arog kaini lugod ako ,1,,
iba talaga ang hiling pag aram mong tarantado su tawo digdi ,1,,
hahalaton taka pakyu haha,1,,
punyeta talaga su nag imbento kan internet na an,1,,
proper argument habol ko pero namersonal su puta haha ulol,1,,
patal count naman diyan please,1,,
ako to si tangina,1,,
babluyon an internet pero marabason mag email ki billing statement ampota diyan sa mga harong nindo dakulon na reklamo saimo comment cb mo puta kapalon an pamandukan mo ,1,,
pucha may plano na mag outing pero su pagcocommute pangiton,1,,
tang kapal kan pamandukan ko mag voice message talaga an boses ko gari patal na bayong na naipit sa pinto,1,,
pucha man kaya,1,,
si changbin gago,1,,
pareho kaya absent an magurang puta,1,,
good morning nata pirmi ako igdodogshow kanmga taw digdi bwiset kamo ,1,,
kaya wara ka baby ta kupalon ka pre,1,,
hoy may advantange man nakaukod ako iatago sadiri ko buda an kamunduan ko putangina ,1,,
patunay na dakulong patal sainda haha ,1,,
grabe bwiset ko sa duwang an,1,,
pakyu sinuriyawan mo nagne si lizzie kan ginadan su aircon haha,1,,
diba iyan an pinaglalaban mo an pinaglalaban mi kabaliktaran sa economic liberalization patalon ka ,1,,
gago nata nagtataram si mama na solo habang turog,1,,
remember that shoyo port na masarado tas next week mabukas tas masarado giray tas matweet ki bistado pa ba nindo ako haha gari patal ampota,1,,
kung tugang ko an linatob ko na ito kupalon kaya ,1,,
haha puta kung ano ano na namangnagaralaog sa isip ko,1,,
ika na gayod an crush ko pakshet magayunon ka,1,,
beh tagalog sana patal kaya ako dae ko aram masyado mag tagalog sa tunay na buhay ,1,,
haha naghibi na haha patay haha ano ngane ito its haha patalon ka po haha,1,,
puta nalilibong ako,1,,
gago ka beh pano kung aoudon mo sa luwas pag nawawara sasabihon mo tarantado haha,1,,
maski bobo ako at least tatao ako magpicture putangina nindo ,1,,
trabaho padi tangina minanas ako,1,,
punyeta ka ichika mo na sa instagram,1,,
marauton ka haha tarantado ka,1,,
ulol dae ka maagda,1,,
para dai mabasa kan mga nagsasambang mga tawo sa abs na may sala sainda haha patalon sinda gabos eh haha char ,1,,
kaisi nakalag qyop gt nag offer kami inot na tapos sabe niya dae daa pakshet haha,1,,
kupalon magmata kana,1,,
diba putangina man kaya oh,1,,
guna nindo may momentum na kamo ulol haha ,1,,
patalon amp dangag,1,,
kupalon talaga ining pangiton na ini ,1,,
pano ako makakaturog kaini punyeta,1,,
Chill game man san aito kaso mga hampaslupoa kamo mga utak nindo may abo pag patal dae na magbakal ki skin desisyon ka patalon ka ngane haha ,1,,
tarantado siya haha,1,,
napaka kupal warang utang na loob,1,,
puta dai nanaman uminabot,1,,
bako ika si jacob pakyu,1,,
su ibang tawo diyan aram kaya nidang kupal sinda o dae ninda napapansin ito kung mataram eh feeling masyadong halangkaw sa gabos na tawo ,1,,
gari man ini patal,1,,
minsan iga isipan ko kung nata ako nag mapua bwiset na terms an haha ,1,,
tangina haha nata ka man nag comment mahihiling kan mga bua kong barkada ,1,,
pasaway na aki daeng hawong na barkada patal sa skwelahan ako na gayod pinaka maraot eh haha ano pang sirbi ko digdi sa mundo ,1,,
patal ka ba haha ngonyan lang giray ito ,1,,
gago dumog su tikoy,1,,
eme ka girl gunamo talaga active si kupal eh haha,1,,
cheesy man buda cringe sa iba wara ako paki saindo pakyu,1,,
inamo ka talaga tati,1,,
kupalon ka sa part na binaliktad mo ako,1,,
dae mag pinatal patal bako kamo an nasa sitwasyon ninda kaya wara kamong karapatang sabihon sapat na ito sa pamilya ninda,1,,
pagal na ako tas may patal pa akong kahuron haha,1,,
puro padangog ining patal na ini pangiton man  ,1,,
ano ngonyan magraduate akong magabaton ang pagmati gari patal ,1,,
hoy gago nata ako maga shift patal haha habo ko na po ,1,,
dae nindo ako pag agdahon magklawat na valo pirming afk hanggang duwang apil punyeta kamo ,1,,
aram ko tinamaan siya kan sinabihan ko siyang tarantado ,1,,
bwiset ka joie,1,,
puta makimati ka,1,,
bwiset haha nata an,1,,
putangina sisay na naman an,1,,
wara akong internet pakyu kamo,1,,
kasubago nahigit ako sa games pucha tas ang kawat su basketball ba naman tas player ako ,1,,
gago su kurab ko legit teh,1,,
brainyhon sa socmed pero patal sa tunay na buhay haha hayop ka pati ako nascam mo ,1,,
mainiton pucha dakulon na aircon warang hawong,1,,
patalon an kaiba ko,1,,
bako man kaya ako patal para magshare digdi ,1,,
patal amputa may pablock guna dae ko mahihiling pinaggigibo niya maski dae ako mag effort naaaraman ko man giray hays nagmumukha ka sanang patal eh  ,1,,
pogion ka putangina mo,1,,
na badtrip na sana ako pir,1,,
putanginang hayop ka demonyo ka luluhuon ko an payo mo tangina mong kupal ka ,1,,
sisay ang nagtaram na patal kay k  ,1,,
yahimikon buda makamunduon bwiset ,1,,
puta pasa na naman tempered glass ko hayop  ,1,,
sige pakyu bahala ka gago,1,,
bixby over siri pa din patalon suguon si siri,1,,
hoy ano an mga tarantado kamo ah,1,,
oh talaga edi welcome gago pakiaram ko saimo,1,,
putangina ngonyan lang giray ako may nakahuron na marabason mag reply ,1,,
pag sshave lang an nabubua na ako kasalan mo ini mark,1,,
gago patal ka gayod,1,,
pakyu telcos,1,,
muya ko man bwiset warang iba pa an mas maseram sa paghihilingan ta huhu ,1,,
pucha ang wide na lugod kan twitter i mean gari ang lapad na kaini ,1,,
pakyu mcdo habo ko saimo ,1,,
hotdog pa patal,1,,
mga tarantado dae nindo iship sa aiba su crush ko ta makulog sa puso ko ,1,,
ay putangina may pa surprise pa si master oh,1,,
feeling man sana pala siya kaito so ako si patal nagtubod haha maray ta matibay ako maghalungkat kakadismaya ,1,,
gago ka haha congrats vainn,1,,
luh gago tarantado ka,1,,
solid tangina makaogmahon kamo kaiba,1,,
diit na sana baka mag shift naman ako punyeta,1,,
igkikilig talkaga ako pucha,1,,
putangina mo hahalaton taka digdi sa pinas putangina mo putulon ko payo mo kingina mong hayop ka ,1,,
hoy punyeta warang internet digdi sa trabaho ko digdi sa cebu,1,,
sarong puta ka daa,1,,
puro ka tanginamo anong connect kaan sa topic nindo gari mawrag an datingan mo dae bagay saimong patal ka ,1,,
pucha lingaw ko na pass ko aims opo,1,,
bungad gago maray pa dae na sana ako nag bukas ki twitter  ,1,,
pucha mahalngkaw man giray su petrolyo my gahd,1,,
tangina alas dose na,1,,
habo ko na maki iwal sa patal putangina mo sobrang patal mo sa part na an ,1,,
natapos man giray puta,1,,
tangina nindo nata mga pussy na kamo ,1,,
cute maski kupal haha,1,,
gago wara man eh,1,,
bungad ah pucha,1,,
pakyu sinda arog man giray kaito an itsura ,1,,
salamat naistorya ko ba saimo na kinabag ako buda pinabakal ko su saro tas after week igsusog ko giray haha patalon ako  ,1,,
pucha aga na palan guna ko banggi pa sana ulok ulok pa ako digdi ,1,,
su total number kan tinest ko ngonyan ay tulong items tangina makulugon sa payo punyeta ,1,,
mga ulol,1,,
tangina seramon palan mag inom sa katahawan kan ambon ,1,,
pakshet na feremm ka aga aga nambubulabog ,1,,
pucha wara palan na underwera na sulog si erika,1,,
mahibi na ba ako gago kyuton ka talaga,1,,
tangina na fyp ini puro pagkaon bwiset haha,1,,
tarantado ka napaka racist mong hayop ka,1,,
ugmahon ako na para sa mga europe pero nag ngangalas gari malabuon tarantadohon puta,1,,
bako kupal ba sinda gari kupal goals eh ,1,,
nahihibi ako putangina nindo,1,,
gago ka wara tangina mo dae pa ako ready ma cancel pakyu kakabalik ko lang ,1,,
dae na naman ako igpapakaturog kan diwa ko gari patal ,1,,
pakyu sa pabibong kaklase kan jowa ko,1,,
dae na kamo mag fab kung pagtitripan man sana nindo loona sasapakon ko kamo gabos real tangina nindo ha ,1,,
kupalon an ugali haha,1,,
sobrang ulol ko sa honor graduate eligibility dai ko na pinansin masi na shortlist ako sa adarna house sana worth it su kachoosyhan mo lei ,1,,
huhu mga tarantado si redacted po ang idodogshow for todays video,1,,
nalilibong ako pakshet,1,,
tangina huni na ano na,1,,
tangina beh grabe na kaduratan mo haha,1,,
sa laog kan pirang years haen ako putangina nindo purupunduhan nindo ako mga pakshet kamo  ,1,,
nagkawat kami guess the gibberish tas pirmi ako naiinot pero puro typo haha bwiset ,1,,
mag duduo pa kamo putangina parehas man sana kamong patal,1,,
saro ka pa tangina na gago na hinayupak kang tarantado ka putangina mo putangina nkan ina mopakshet ka gago pakyu,1,,
nakapirang gago palaa ako huhu,1,,
nagruluya bilog kong pagkatawo punyeta halat lang ,1,,
putangina mo naman muya ko lang mamuhay ki maray nata arog kaan ,1,,
puta harayuon,1,,
kakauli ko lang grounded na tulos beh bwiset haha salamat padaba ko kamo,1,,
putangina man nindo,1,,
habo ko na mag adal punyeta,1,,
haha pakyu ka tanginamo bitch the fuck tangina mo gago ka tarantado hinayupak makapalon ka tangina ka,1,,
gago nagririliwoy talaga ako sa mukbang asmr ni boki nata kaya wara akong kwarta huhu ,1,,
haluyon puta muya ko na mag uli walangya,1,,
patalon ako pota haha,1,,
ulol dai ka ngane nagagamit ki vowels pag kahuron mo  ,1,,
hala kiniss putangina nindo,1,,
kulugon payo ko putangina,1,,
tangina ang buhok jud ni jeongin huhu,1,,
kupal an tawong an,1,,
tangina haha kan sarong aldaw pa ini si ate diba ,1,,
hoy gago kaini pag ini talaga putangina,1,,
hinale kapatal ko hiribi,1,,
siniko mo ba naman patalon ka kinsemil bitch mo,1,,
pakyu ka sm pag dai magkaiba si sungtaro sa sarong unit susuluon ko kompanya nindo ,1,,
nata su messenger ko latae magtao ki notifications kaya nasasalaan akong ghoster tangina mo messenger magsarado kana punyeta ,1,,
sabi kan tiktok patalon si allysa sa hudyan na interview punyeta,1,,
punyeta nata ako igpipirot may kaipuhan pa akong adalon anong karapatan ko mapagal haha ,1,,
baka autograph gusto nindo mga tarantado,1,,
saro na sana talaga ma bingo na sako an kupal na na,1,,
gago igkukurab ako legit putangina,1,,
gari pakshet ,1,,
haha tarantado,1,,
puta halat lang habo ko na nai-istress ako ,1,,
nabubua kana ba sako lods haha,1,,
dagdag bwiset ka sa buhay,1,,
tangina dae na naaraman sa iphone kung sent o delivered su chats sa messenger tangina what is thiz behavior ,1,,
dangagon talaga ako sa part na inistress ko sadili ko magbasa ki work email,1,,
pero madalion lalo malowbatt haha bwiset,1,,
the audacity lia ika ngane pick me girl eh nabubwiset ako saimo punyeta,1,,
mga mahiruon kamo pakshet dipisilon mag edit,1,,
haha ok pakyu ka tangina mo bitch the fuck tangina mo gago ka tarantado hinayupak kapalon ka tangina ka putangina mo,1,,
nababanas ako putangina naman,1,,
purundo na kamo please punyeta,1,,
bwiset ka pare,1,,
pucha laughtrip haha,1,,
kauyamon man pakyu,1,,
pakshet dae pa kakarmahon man sinda,1,,
seloson ako subago tangina dukot ki dukot saimo iga iwasan mo na ngane ,1,,
gago mga be naeexcite na igkukurab talaga ako puta dae ko man birthday baynte na si belle mariano  ,1,,
magayunon putangina muya ko na sana pumahingalo,1,,
sobrang sahol kan gobyerno pucha dipisilon makahangos,1,,
bitch youre a motherfucking creep putangina mo pakyu pasalamat ka dai ako pwede mag muda sa english or else punyeta ka baka nakadangog ka na ki dakulon na muda bwiset kang hayop ka seramon ka palayugon sa mars ,1,,
magtimpla ka ki sadiri mong kape lmfao pakyu ,1,,
tagal kan refund sako edi sana binakal ko na ito ki papel bwiset magka lbm ka sana ,1,,
ang isyu baklang may hiv iresponsable buda puro party inatupag kan mga animal ming poon tarantado ka,1,,
punyeta sige try ko atyan gayod,1,,
kaso dangagon su subject,1,,
sorry sa bad word pero pakyu hourly never knew,1,,
tangina kung tatao lang ako magsayaw,1,,
pucha mappa tianwan ki pisngi si levi salamat sa basog na cheekies,1,,
tangina makamunduon,1,,
gari patal nag ready pa mag review dae man sana tinapos gago ka talaga ,1,,
puta baka ubuson kan basketbol gains ko,1,,
patalon ka putangina mo ulol,1,,
pakyu ka kung sisay ka man dae ka magrani samo hanggang sa maaraman ko kung sisay kang hayup ka ,1,,
ulol berde talaga utak mo block tayka,1,,
pucha pangiton pandok mo ji nagigiulok na sana ako ,1,,
gago ka arog kaan display name mo tarantado amputa ,1,,
kulugon man su ginibo mo tangina ka ,1,,
foul kang hayup ka pakshet ka habo ko na saimo bahala ka jan guna ko kaapil taka arog ka palan kaan guna ko gagoako matapos saimo tangina ka bitch sana dae ka makahanap ki halangkaw na maniwang na matali bahala ka jan dae ka na maghagad na mushrooms ni klee sako ha dae mo na ako pagkahurunon ,1,,
namimiss ko su mga taba taba ko gago huhu  ,1,,
tangina mo sage kupalon kang gago ka,1,,
ulol gago tarantado tanga dusta wara kang modo bua,1,,
nauuyam na ako tangina mo gago animal hayup kang tarantado ka,1,,
putangina niyo magayunon bye puta,1,,
iyo talaga makauyamunon,1,,
tangina kulugon sa payo naman,1,,
putangina beh,1,,
muya palan nindo madaog kami haha kupalon kamo ,1,,
happy bestfriends day gayod sa mga pakshet na muya na sana lingawan minsan haha,1,,
bongbong ay patal haha,1,,
may mga professor talaga na papalitan ang scores buda grades mo ki mas halangkaw para lang sa evaluation ulol never again,1,,
mag halat nalang ako kung nuaraen ka magkakaugwang followers waiting lang ako digdi oh patal  ,1,,
bako ako maalsom edi sige pakyu baynte,1,,
haha gago talaga ampota,1,,
best friend ngane kamo parehas kamong kupal eh,1,,
mga bwisit puta kamo,1,,
bukod sa hurugakunon sinda durustaon pa bwiset,1,,
tangina nindo dagit ako saindo gabos,1,,
hayop na an haluyon ko an tigparahiling huna ko talaga ipad case haha,1,,
patal talaga kamo si leni na ang ipalead the prayer,1,,
ulol dae na ,1,,
mga patal na channel na habo ko mabutlaan,1,,
imbis ang mga patal na player na arog mo masampulan na tama na ang tama,1,,
lol nag hahagad na respeto pero magurang ko dae tig rerespeto mga pakyu kamo,1,,
kada capture time sa live ni big naughty pirmi an naka pakyu,1,,
si jun subadyton buda si patal na lourd de veyra an,1,,
yudeputa ka talaga kiana haha,1,,
ice kopi sa mcdo tapos kariman gago masiramon hayop hanggang crave sana ako ngunyan warang kaiba kaya,1,,
patal ka talaga ade,1,,
hayop mas hibaba pa ini kaysa sarong oras ,1,,
kyuton talaga si dette hamag,1,,
dangag mag aki ka,1,,
hala gare dangag si beh,1,,
kang may marriage booth kami dati kang kaklase ming pogi kaso tarantado,1,,
ako man lang tabi su tarantado haha ako talaga an beh ,1,,
naaanggot ako sa mga mag piday puta,1,,
nahihibi ako sa dagit hayop,1,,
haha tanga ano an,1,,
nagduman talaga ako sa cr para lang iluwas su kulog gago huhu,1,,
yudeputa ka mga sarong milyon na krispyhon,1,,
lininaniya huni na naman,1,,
grabeng mga referee sa basketball dgdi samo taraman nanggad akong warang dugo tamili maputi ako pakshet pero bako man siya sala haha,1,,
warning message palan haha bako man palan tip garo dangag,1,,
putang kulog ,1,,
pota pogion ikakagadan ko ini,1,,
gare kupal su waiter kay kenya sa rhoa makulugon sa mata hilingon,1,,
pakshet haha mga lalaking puro tabil na dae nangyayare,1,,
ikapidayon na su nasa sayout ko haha tanginang an,1,,
haha dangag nadarusay sa hagdan,1,,
grabe na su traumang tinao nindo sa barkada ko mga hayop kamo gare kamo bakong lalaki,1,,
haha puta warang utang na loob,1,,
magayunon ka pakyu,1,,
tarantado warang facts na dae aram ang tigtataram,1,,
aba tangina mo ka,1,,
gago ka talaga ano pa mari na,1,,
muyahon kong mag transfer kaso bako man ako mayaman putangina,1,,
gago pogion talaga su cashier duman sa teresa kasuhapon,1,,
hamag kasuarin last update ni niki selca sa account ninda huhu punyeta pebrero,1,,
exciting part patalon man ini si lexie habong mag tubod na tig gagamit man sana siya ni david,1,,
kauragon nag ibahan pa talaga kamong dangag,1,,
warang dara pakyu,1,,
patalon ngunyan ko lang nahiling na nag taram ka palan na jutay tangina ka ano mata mo bungog,1,,
hayop ngunyan ko sana muyang icelebrate,1,,
kaya dae ako nanggagana sa iwal ta putangina pirmi na sana ako nahihihibi puta,1,,
bulini kung bakong sunghooned minghaoed na sana,1,,
kyut managgad siya hamag,1,,
kang pag bike ko pauli maliputon ang paros puta,1,,
tanginamo sana madaog gabos na kawat mo pakyu,1,,
idagdag mo na si adie pakshet,1,,
mas dangag si leni gurl,1,,
ako na sana ang warang video deputa,1,,
mga gadyang ulol dae maako na maugma si boss a ngunyan dae na nindo ipirit ang muya nindo,1,,
kung nahihiling mo man ini aj pakyu ka hayop ka,1,,
tangina mo ka talaga,1,,
dae nag riribok muya mag kape tapos may narumduman ako puta nata ko daw ito ginibo,1,,
dae pa ngani kita kasal chuchu ano hahalaton mo pang ikasal bago ka mag bagong deputa ka,1,,
hayop na andrei ini gago winara sa chat account ko,1,,
ang kadangagan kang mga hamag na ini,1,,
puta sarong minuto na sana makakakaon na ako,1,,
puta ta sa facebook na post hayop,1,,
dangag anong heto,1,,
ginibo ko na gabos na pahingalo ta daw pagalon man giraray punyeta,1,,
su grabeng halaba kang pila sa linya tapos may mga patal pang ahenteng wara,1,,
garo deputa ang mga kaapil pirmi pisti baradilon ko ini beh kurulugan ko na ini ,1,,
yudeputa tapos ko na imop ang bilog na harong may gibuhon na namang bago,1,,
mahihibi na ako pakyu iskwelahan pero oks lang ako ika kamusta ka,1,,
pag nag haloy ka sa garo ayot kong ugali dabest kana,1,,
ang csc aklan ay sarong dakulang pakshet,1,,
deputa tarantaduhon ako basta lusyong,1,,
gare man patal wara kang pakiaram gurl,1,,
dangag ka daa kaya,1,,
kauragon ka hamag ta inagdang iwal haha,1,,
kauragon habo ma story ang hamagan,1,,
bulininaniyang ugali an nakuha nanggad sa ama,1,,
mas hinalangkawan lalo su goals tanginang an,1,,
pinabakal pa nindo clo ko mga patal,1,,
ano na an gare kamo mga dangag,1,,
istresson na naman akong bulininaniya,1,,
kunwaring mature na sa relasyon ulol mas mature pa gayod mag isip haha kaherak man,1,,
kakakaon ko pa sana ipirot na ako puta,1,,
kauragon puta naraot su kawat ko sa mobile legends kang prank na ito puta,1,,
tarantado ka sana nantig,1,,
si nakil man lods conyong conyo gibo kamong vlogs ,1,,
pinunduhan ko na ang pakshet na an,1,,
wara man palan su tinaram mong daeng barayaan tapos anas kita nag gibo kupal,1,,
hoy tangina nindo ano ito nang kikigkig,1,,
haha ulol piday ko an,1,,
nag simbag pa ako sala man sana pakyu,1,,
dae mo pag padangugan sadiri mo tungag,1,,
uru utro na ang tweet ko deputa raot gayod twitter,1,,
dae ko muya su aquaflask pero kang nagkaigwa na puro soldout na si patal,1,,
stalker si patal puta warang takas ,1,,
tigkakahuron sana gayod nindo ako ta crush ako kang barkada nindo kung arog kaan edi pakyu,1,,
gigulo gulohan talaga ako puta ka vma,1,,
tangina pangiton ang update kang twitter ko,1,,
puta an iba tabi ang branding mo dk maawa ka sako ,1,,
bulininaniyang signal ini grabeng luya mapa globe man smart pldt puta,1,,
tarantado may speech kapa sako,1,,
nata man ako ampunon tungag,1,,
mga makauragon kamo pota,1,,
lini makaturog na naman akong nakangirit,1,,
nagibuhan ko ng paraan tapos puta dae nanggana bpi sa lose,1,,
patalon ka renz tangina mo,1,,
beh pahiling kang budol mo ta lini nalingawan ko talaga,1,,
ayie bulini igkilig ako,1,,
tang patal nata ko tig retweet ito kasupugon,1,,
ay kaiba sa patal,1,,
tangina ako sana gayod su kinurab kang may post na si donato pero wara haha,1,,
nag ruluha ako pakshet,1,,
masamukon putangina,1,,
lose mo skusta clee proud utikon pangiton kaman ngane pagal ako ngunyan punduhan mo ako sa mga shit mo sa social media,1,,
dapat saindo tigdadara mga tarantado,1,,
lini iba ang ngirit ni patal,1,,
dae ko aram kung madadagit ako o magigiulok hayop ,1,,
puta ka napiritan man sana ako,1,,
anong kupal sa post ko haha padaba ko si boss rad,1,,
kaya palan nagigiulok sinda kang tig taram ni misss pakshet agang aga haha,1,,
diit nalang kauragon na an sako haha pota,1,,
tungagon talaga kamo,1,,
kung bako ka lang sikat na kielvj treatment kana ki nexplay patal,1,,
punyeta makawaraon na gana mag online digdi pangiton new user design ni twitternakakawalang gana mag online dito kapangit ng new user design ni twitter,1,,
inda ko saindo third year mi na ini sa online class pero patal pa rin kamo mag ayos ki sistema dangag ba talaga kamo o patal haha ,1,,
kornihon puta,1,,
pakyu magrilingawan na kita,1,,
punyeta paiba iba rason ni gago,1,,
punyeta su mga nagguilt tripping yarn iuyaman na ako saindo,1,,
ulol ka zef,1,,
wara na habo ko a quit genshin na ako pangiton kabonding ni hoyoverse malason pucha makahibion ,1,,
patal ni aldrei nagtweet pa ki screen shot binalandra kapatalan niya,1,,
wara na alam na nindong medyo pasaway ako,1,,
binayaan kan pamilya kaito pakshet ka soren marauton kang tawo ,1,,
choco sundae pirang beses na ako nag agi sa mcdo warang sundaae giigil,1,,
kupal ka maski ano pa an gibuhon mo ki kanta raot kana haha laos kana pero an aki mo pasikat pa sana pero mas ininot mo an kamanyakan mo,1,,
tulo na nafall inlove sa puta anong apudan daw ninda curious lang,1,,
patal ka ba,1,,
haha punyeta ka,1,,
makulugon putangina,1,,
masasabutan ko kung nag hakat sinda for a better seat kung sobrang harayo kan prio buda nakua pero su iba man na gari vip seated standing lang tas ipapabakal na mas mahal haha kupalon an ugali,1,,
pero haen na su teaser tangina ano na,1,,
patal wara,1,,
gago hayop ka ig educate din kita na tarantado ka mga binalon ta raot na alangan itao mo pa nya raot na,1,,
kung muya mo akong kahurunon edi kahurunon mo ako pakshet ka,1,,
ulol putangina mo gago pakyu,1,,
mga patal na bbmshit kung kaya nindo bakal kamo iyo lang,1,,
constipated na naman lamang ako pakshet,1,,
bua ka man talaga maski bako sa sadiri mo,1,,
tungagon ba an avarest,1,,
tangina badtripon,1,,
dipisilon palan maging patal haha,1,,
iyo pakyu ka bea,1,,
muya ko man matapos na gabos pero putangina dae man pwedeng ako sana matapos gabos ,1,,
tangina mo xeo igkikilig ako,1,,
patalon ka putangina mo utak mo manyakis kung ano anong kadustaan iga isip sa ibang tawo wara man kamong ebidensiya tandol nindo payo nindo sa paril tutal wara man na pakinabang ,1,,
hirarumon an buntong hininga ko pakshet,1,,
may karma man na maabot saimo patal,1,,
ulol nadanog ko na an gago,1,,
punyeta dai ko na mabukasan su saro kong account patalon ka kaya beh dineactivate pa puta ,1,,
dai ko aram pano mag react punyeta,1,,
para sa twice to beat pakshet,1,,
dangagon si chubs nakalusot sa gate haha,1,,
ever since nag work ako digdi lumala lalo su anxiety ko bwiset ,1,,
sisay na patal ang naiinlove sa pinsan,1,,
pakyu nag live si percy halat,1,,
wara man giray akong intro gago,1,,
kung muya mo ki kahuron haha libre ako maski bua akong tawo minsan ,1,,
ngonyan na lang giray ako nakakawat dangagon pa ako haha,1,,
mas tungag ka pa sa tungag,1,,
delikado na ako tangina roque kaya dai ako ighatod haha,1,,
malamang nangirutog ka patal mo welzy ,1,,
dose ko pa sa aga punyeta haha ,1,,
putangina sarong dagdag stress pa su certificate ko sa on job training,1,,
